project1_file,project2_file,birthmark,comparator,matcher,class1,class2,similarity
chatgpt-1.0.2.jar,langchain4j-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.store.embedding.EmbeddingStoreIngestor$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.output.EnumOutputParser,0.25
chatgpt-1.0.2.jar,langchain4j-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.chain.ConversationalRetrievalChain$ConversationalRetrievalChainBuilder,1.0
chatgpt-1.0.2.jar,langchain4j-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.chain.ConversationalChain$ConversationalChainBuilder,0.782608695652174
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.azure.AzureOpenAiLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.azure.AzureOpenAiEmbeddingModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.azure.AzureOpenAiChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.azure.AzureOpenAiLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.azure.AzureOpenAiEmbeddingModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.azure.AzureOpenAiChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiEmbeddingModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiStreamingChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiLanguageModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiEmbeddingModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-azure-open-ai-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.azure.AzureOpenAiChatModel$Builder,0.5
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.BedrockTitanEmbeddingModel$BedrockTitanEmbeddingModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.BedrockTitanChatModel$BedrockTitanChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$BedrockStabilityAIChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.BedrockCohereChatModel$BedrockCohereChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$BedrockAnthropicChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModel$BedrockAI21LabsChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockEmbeddingModel$AbstractBedrockEmbeddingModelBuilder,0.48148148148148145
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockChatModel$AbstractBedrockChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockTitanEmbeddingModel$Types,0.30985915492957744
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockTitanChatModel$Types,0.3972602739726027
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$Types,0.30985915492957744
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$StylePreset,0.6097560975609756
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockCohereChatModel$Types,0.30985915492957744
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockCohereChatModel$ReturnLikelihood,0.35526315789473684
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$Types,0.44
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.exception.Error,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModel$Types,0.3972602739726027
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockTitanEmbeddingModel$Types,0.36923076923076925
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockTitanChatModel$Types,0.5076923076923077
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$Types,0.36923076923076925
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$StylePreset,1.0
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockCohereChatModel$Types,0.36923076923076925
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockCohereChatModel$ReturnLikelihood,0.375
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$Types,0.6
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Model,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModel$Types,0.5076923076923077
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.BedrockTitanEmbeddingModel$BedrockTitanEmbeddingModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.BedrockTitanChatModel$BedrockTitanChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$BedrockStabilityAIChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.BedrockCohereChatModel$BedrockCohereChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$BedrockAnthropicChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModel$BedrockAI21LabsChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockEmbeddingModel$AbstractBedrockEmbeddingModelBuilder,0.48148148148148145
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockChatModel$AbstractBedrockChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.BedrockTitanEmbeddingModel$BedrockTitanEmbeddingModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.BedrockTitanChatModel$BedrockTitanChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$BedrockStabilityAIChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.BedrockCohereChatModel$BedrockCohereChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$BedrockAnthropicChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModel$BedrockAI21LabsChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockEmbeddingModel$AbstractBedrockEmbeddingModelBuilder,0.48148148148148145
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockChatModel$AbstractBedrockChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.BedrockTitanEmbeddingModel$BedrockTitanEmbeddingModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.BedrockTitanChatModel$BedrockTitanChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.BedrockStabilityAIChatModel$BedrockStabilityAIChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.BedrockCohereChatModel$BedrockCohereChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$BedrockAnthropicChatModelBuilder,0.40625
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModel$BedrockAI21LabsChatModelBuilder,0.43333333333333335
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockEmbeddingModel$AbstractBedrockEmbeddingModelBuilder,0.48148148148148145
chatgpt-1.0.2.jar,langchain4j-bedrock-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.model.bedrock.internal.AbstractBedrockChatModel$AbstractBedrockChatModelBuilder,0.37142857142857144
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.store.embedding.cassandra.CassandraEmbeddingConfiguration$CassandraEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.store.embedding.cassandra.AstraDbEmbeddingConfiguration$AstraDbEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.store.embedding.cassandra.CassandraEmbeddingConfiguration$CassandraEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.Message$MessageBuilder,dev.langchain4j.store.embedding.cassandra.AstraDbEmbeddingConfiguration$AstraDbEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.store.embedding.cassandra.CassandraEmbeddingConfiguration$CassandraEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionResponseBody$ChatCompletionResponseBodyBuilder,dev.langchain4j.store.embedding.cassandra.AstraDbEmbeddingConfiguration$AstraDbEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.store.embedding.cassandra.CassandraEmbeddingConfiguration$CassandraEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-cassandra-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.entity.ChatCompletionRequestBody$ChatCompletionRequestBodyBuilder,dev.langchain4j.store.embedding.cassandra.AstraDbEmbeddingConfiguration$AstraDbEmbeddingConfigurationBuilder,0.7407407407407407
chatgpt-1.0.2.jar,langchain4j-chroma-0.24.0.jar,3-gram,JaccardIndex,RoundRobin,com.lilittlecat.chatgpt.offical.ChatGPT$ChatGPTBuilder,dev.langchain4j.store.embedding.chroma.ChromaEmbeddingStore$Builder,0.5
